id_entrega,distancia_km,tipo_veiculo,capacidade_veiculo_t,carga_t,tempo_estimado_min,tempo_real_min,valor_frete,custo_combustivel,margem_bruta,margem_percentual,atraso_min,atrasou,ocupacao_veiculo,custo_por_km,frete_por_km
10014,480.01,Carreta_Bau,28.0,24.56,637.84,670.12,3653.78,1542.2,2111.58,0.5779165685947155,32.27999999999997,True,0.8771428571428571,3.212849732297244,7.611883085769047
10015,27.23,Toco,6.0,2.07,59.99,99.23,131.83,26.76,105.07000000000001,0.7970113024349541,39.24,True,0.345,0.9827396254131473,4.841351450605949
10017,86.62,Toco,6.0,3.92,207.18,231.43,404.55,98.5,306.05,0.7565195896675319,24.25,True,0.6533333333333333,1.1371507734934194,4.670399445855461
10018,73.5,VUC,3.0,2.52,128.64,173.08,237.23,50.48,186.75,0.7872107237701809,44.440000000000026,True,0.84,0.6868027210884353,3.2276190476190476
10019,286.4,Carreta_Bau,28.0,24.09,355.74,447.74,2333.86,920.39,1413.4700000000003,0.6056361564104102,92.0,True,0.8603571428571428,3.213652234636872,8.148952513966481
10020,436.37,Carreta_Bau,28.0,27.43,661.06,615.05,3411.49,1404.47,2007.0199999999998,0.5883118520060149,-46.00999999999999,False,0.9796428571428571,3.2185301464353646,7.817883905859706
10021,222.3,Carreta_Bau,28.0,22.34,394.11,362.9,1849.6,708.01,1141.59,0.6172091262975778,-31.210000000000036,False,0.7978571428571428,3.1849302744039583,8.320287899235266
10022,45.62,3/4,4.0,1.39,90.04,125.2,171.34,40.78,130.56,0.7619936967433174,35.16,True,0.3475,0.8939061814993424,3.7558088557650158
10023,225.9,Carreta_Sider,28.0,9.69,420.28,342.02,1736.08,726.49,1009.5899999999999,0.5815342610939588,-78.25999999999999,False,0.34607142857142853,3.215980522355024,7.685170429393536
10024,504.99,Carreta_Bau,28.0,14.81,615.79,694.97,3679.85,1585.61,2094.24,0.5691101539464923,79.18000000000006,True,0.5289285714285714,3.13988395809818,7.286975979722371
10025,306.08,Carreta_Sider,28.0,19.67,474.19,458.68,2452.32,1011.29,1441.0300000000002,0.5876190709205977,-15.509999999999991,False,0.7025,3.304005488761108,8.01202300052274
10026,90.94,Truck,14.0,8.2,248.15,284.13,605.15,144.5,460.65,0.7612162273816409,35.97999999999999,True,0.5857142857142856,1.5889597536837476,6.654387508247196
10028,85.32,Toco,6.0,3.36,260.88,217.01,385.01,93.03,291.98,0.758369912469806,-43.870000000000005,False,0.5599999999999999,1.0903656821378342,4.512541022034693
10029,9.5,VUC,3.0,2.53,51.23,40.49,69.9,6.84,63.06,0.9021459227467811,-10.739999999999995,False,0.8433333333333333,0.72,7.3578947368421055
10030,120.45,Truck,14.0,4.96,397.26,376.35,710.44,194.65,515.7900000000001,0.7260148640279264,-20.909999999999968,False,0.35428571428571426,1.6160232461602324,5.89821502698215
10031,450.18,Carreta_Bau,28.0,19.31,546.59,623.85,3377.23,1431.87,1945.3600000000001,0.5760223615211283,77.25999999999999,True,0.6896428571428571,3.1806610689057706,7.501954773646097
10032,191.57,Toco,6.0,2.28,519.64,479.77,810.36,202.95,607.4100000000001,0.7495557529986674,-39.870000000000005,False,0.37999999999999995,1.059403873257817,4.230098658453829
10033,39.59,3/4,4.0,2.49,96.43,109.78,163.71,38.81,124.9,0.7629344572720054,13.349999999999994,True,0.6225,0.9802980550644101,4.135135135135135
10035,94.91,Truck,14.0,4.57,282.87,321.21,568.61,152.79,415.82000000000005,0.7312920982747402,38.339999999999975,True,0.32642857142857146,1.6098409019070699,5.991044147086714
10036,87.21,Truck,14.0,10.9,252.12,263.74,621.41,141.1,480.30999999999995,0.7729357429072593,11.620000000000005,True,0.7785714285714286,1.6179337231968811,7.125444329778695
10037,57.22,VUC,3.0,2.18,143.59,139.77,195.17,42.06,153.10999999999999,0.7844955679663882,-3.819999999999993,False,0.7266666666666667,0.7350576721426075,3.4108703250611674
10038,23.82,VUC,3.0,1.25,63.23,54.83,83.01,11.17,71.84,0.8654378990483074,-8.399999999999999,False,0.4166666666666667,0.46893366918555834,3.4848866498740554
10039,29.19,VUC,3.0,2.73,74.9,57.87,106.08,19.44,86.64,0.8167420814479638,-17.03000000000001,False,0.91,0.6659815005138746,3.634121274409044
10040,468.47,Carreta_Bau,28.0,22.78,689.1,653.88,3554.27,1499.01,2055.26,0.5782509488586968,-35.22000000000003,False,0.8135714285714286,3.1997993468098276,7.5869746195060515
10041,44.91,Toco,6.0,3.56,108.65,127.32,236.56,49.81,186.75,0.7894403111261413,18.669999999999987,True,0.5933333333333334,1.1091071030950792,5.2674237363616125
10042,484.49,Carreta_Sider,28.0,6.17,733.33,675.79,3513.74,1542.67,1971.0699999999997,0.5609606857650252,-57.54000000000008,False,0.22035714285714286,3.1841111271646474,7.252451030981031
10043,125.93,Toco,6.0,3.15,360.33,334.57,547.98,138.22,409.76,0.7477645169531735,-25.75999999999999,False,0.525,1.097593901373779,4.35146509965854
10044,33.37,Truck,14.0,6.03,128.13,122.78,264.24,54.23,210.01000000000002,0.794769906145928,-5.349999999999994,False,0.4307142857142857,1.6251123763859754,7.918489661372491
10045,342.53,Carreta_Sider,28.0,10.45,513.43,528.39,2583.93,1104.85,1479.08,0.5724148874002005,14.960000000000036,True,0.37321428571428567,3.225556885528275,7.543660409307214
10046,512.15,Carreta_Bau,28.0,19.52,652.14,729.72,3799.61,1635.27,2164.34,0.5696216190609036,77.58000000000004,True,0.6971428571428572,3.1929512838035734,7.418939763741092
10047,5.94,VUC,3.0,2.8,58.6,26.29,52.32,4.47,47.85,0.9145642201834863,-32.31,False,0.9333333333333332,0.7525252525252525,8.808080808080808
10048,63.72,VUC,3.0,0.82,175.43,136.17,201.88,35.18,166.7,0.8257380622151773,-39.26000000000002,False,0.2733333333333333,0.5521029504080351,3.1682360326428123
10049,490.64,Carreta_Sider,28.0,21.85,646.44,696.43,3780.08,1627.68,2152.3999999999996,0.5694059384986561,49.989999999999895,True,0.7803571428571429,3.3174629055926954,7.704386107940649
10050,59.82,Toco,6.0,4.07,185.81,164.3,284.67,70.26,214.41000000000003,0.7531879017810096,-21.50999999999999,False,0.6783333333333333,1.1745235707121364,4.758776328986961
10051,86.29,Truck,14.0,10.04,273.95,262.37,599.88,145.47,454.40999999999997,0.7575015003000599,-11.579999999999984,False,0.7171428571428571,1.6858268629041602,6.951906362266774
10052,47.39,VUC,3.0,2.61,115.38,89.91,171.52,30.0,141.52,0.8250932835820896,-25.47,False,0.87,0.6330449461911796,3.6193289723570374
10053,318.23,Carreta_Sider,28.0,13.14,388.47,466.74,2445.77,1034.35,1411.42,0.577086152827126,78.26999999999998,True,0.4692857142857143,3.2503220940828954,7.685541903654589
10054,384.21,Carreta_Bau,28.0,17.99,588.07,564.05,2910.4,1206.73,1703.67,0.5853731445849368,-24.020000000000095,False,0.6425,3.1408084120663182,7.575024075375446
10055,351.81,Carreta_Sider,28.0,10.79,487.93,533.18,2635.95,1141.56,1494.3899999999999,0.566926535025323,45.24999999999994,True,0.38535714285714284,3.244819646968534,7.49253858616867
10056,181.38,Truck,14.0,5.48,590.3,535.03,1050.97,297.79,753.1800000000001,0.7166522355538217,-55.26999999999998,False,0.39142857142857146,1.641801742198699,5.794299261219539
10057,35.37,Toco,6.0,3.52,87.2,103.76,169.1,37.56,131.54,0.7778829095209935,16.560000000000002,True,0.5866666666666667,1.061916878710772,4.780887757986995
10058,50.55,VUC,3.0,0.47,106.65,108.78,160.73,35.99,124.73999999999998,0.7760841162197474,2.1299999999999955,True,0.15666666666666665,0.7119683481701287,3.179624134520277
10059,21.72,3/4,4.0,1.44,49.51,44.86,99.14,21.29,77.85,0.7852531773249949,-4.649999999999999,False,0.36,0.9802025782688766,4.564456721915286
10060,60.92,VUC,3.0,0.84,142.89,128.21,182.91,33.36,149.55,0.8176152206002953,-14.679999999999978,False,0.27999999999999997,0.5476034143138542,3.002462245567958
10061,372.52,Carreta_Bau,28.0,7.05,599.72,518.88,2652.79,1154.25,1498.54,0.5648920570418314,-80.84000000000003,False,0.2517857142857143,3.0984913561687963,7.121201546225707
10062,74.07,Toco,6.0,2.86,183.2,181.61,335.3,81.87,253.43,0.7558305994631673,-1.589999999999975,False,0.4766666666666666,1.1053057918185503,4.526798973943568
10063,17.97,3/4,4.0,0.95,68.24,58.46,81.19,14.28,66.91,0.8241162704766597,-9.779999999999994,False,0.2375,0.7946577629382304,4.5180856983862
10064,236.59,Carreta_Bau,28.0,7.87,387.14,363.27,1750.21,732.67,1017.5400000000001,0.581381662771896,-23.870000000000005,False,0.2810714285714286,3.0967919185088126,7.397649942939262
10065,238.64,Carreta_Sider,28.0,20.12,349.0,400.33,1998.43,788.63,1209.8000000000002,0.6053752195473447,51.329999999999984,True,0.7185714285714286,3.3046848809922897,8.374245725779417
10066,32.97,VUC,3.0,2.11,68.53,60.23,116.57,22.18,94.38999999999999,0.8097280603928969,-8.300000000000004,False,0.7033333333333333,0.6727327873824689,3.5356384592053383
10067,82.97,VUC,3.0,2.86,207.15,192.26,282.59,63.77,218.81999999999996,0.7743373792420113,-14.890000000000015,False,0.9533333333333333,0.7685910570085573,3.4059298541641554
10068,50.0,3/4,4.0,3.73,82.17,134.68,198.7,40.03,158.67,0.7985405133366884,52.510000000000005,True,0.9325,0.8006,3.9739999999999998
10069,52.4,Truck,14.0,12.5,186.22,171.88,448.81,89.27,359.54,0.8010962322586396,-14.340000000000003,False,0.8928571428571429,1.7036259541984733,8.565076335877864
10070,69.74,3/4,4.0,2.95,135.24,191.06,260.41,55.12,205.29000000000002,0.7883337813448025,55.81999999999999,True,0.7375,0.7903642099225696,3.7340120447375975
10071,56.59,VUC,3.0,1.13,131.3,127.51,180.31,39.27,141.04,0.7822084188342299,-3.7900000000000063,False,0.37666666666666665,0.6939388584555576,3.1862519879837428
10072,10.33,3/4,4.0,1.21,36.17,40.52,43.03,3.05,39.980000000000004,0.9291192191494307,4.350000000000001,True,0.3025,0.2952565343659245,4.165537270087125
10073,273.49,Carreta_Sider,28.0,26.8,434.48,427.3,2343.42,912.41,1431.0100000000002,0.6106502462213347,-7.180000000000007,False,0.9571428571428572,3.336173169037259,8.568576547588577
10074,77.16,VUC,3.0,2.9,175.94,161.19,257.75,56.52,201.23,0.780717749757517,-14.75,False,0.9666666666666667,0.7325038880248834,3.3404613789528255
10075,87.98,3/4,4.0,2.32,186.48,202.71,323.99,74.91,249.08,0.7687891601592642,16.230000000000018,True,0.58,0.851443509888611,3.682541486701523
10076,8.85,Toco,6.0,3.7,40.74,53.27,81.58,4.68,76.9,0.9426329982838932,12.530000000000001,True,0.6166666666666667,0.5288135593220339,9.218079096045198
10077,15.03,Toco,6.0,0.93,52.71,68.82,70.05,20.65,49.4,0.7052105638829408,16.109999999999992,True,0.155,1.3739188290086493,4.660678642714571
10078,457.18,Carreta_Sider,28.0,7.74,524.22,635.9,3352.15,1465.8,1886.3500000000001,0.562728398192205,111.67999999999995,True,0.2764285714285714,3.2061769981189028,7.332232381119034
10079,67.88,VUC,3.0,1.84,130.81,154.68,211.73,43.21,168.51999999999998,0.7959193312237283,23.870000000000005,True,0.6133333333333334,0.6365645256334709,3.119180907483795
10080,196.3,VUC,3.0,0.91,362.06,426.9,576.49,119.08,457.41,0.7934396086662389,64.83999999999997,True,0.30333333333333334,0.6066225165562914,2.9367804381049414
10081,201.59,Truck,14.0,7.8,580.98,584.13,1196.63,321.11,875.5200000000001,0.7316547303677828,3.1499999999999773,True,0.5571428571428572,1.5928865519122972,5.935959124956596
10082,59.01,3/4,4.0,3.3,117.24,127.84,234.89,62.04,172.85,0.7358763676614586,10.600000000000009,True,0.825,1.0513472292831723,3.9805117776648027
10083,98.12,3/4,4.0,3.32,239.72,245.1,376.73,81.6,295.13,0.7833992514532954,5.3799999999999955,True,0.83,0.8316347329800243,3.8394822666123116
10084,38.81,3/4,4.0,3.53,114.15,109.6,173.17,28.54,144.63,0.8351908529190969,-4.550000000000011,False,0.8825,0.7353774800309199,4.4619943313578965
10085,53.07,VUC,3.0,1.05,102.25,125.45,168.53,35.17,133.36,0.7913131193259361,23.200000000000003,True,0.35000000000000003,0.6627096287921613,3.175617109478048
10086,68.0,3/4,4.0,2.07,178.54,180.71,244.49,52.4,192.09,0.7856763057793774,2.170000000000016,True,0.5175,0.7705882352941176,3.5954411764705885
10087,160.88,3/4,4.0,2.73,366.1,388.58,567.12,139.81,427.31,0.7534736916349274,22.47999999999996,True,0.6825,0.8690328194927897,3.5251118846345104
10088,49.91,3/4,4.0,2.58,108.53,136.21,193.61,49.27,144.34,0.745519343009142,27.680000000000007,True,0.645,0.9871769184532159,3.879182528551393
10089,16.76,3/4,4.0,4.0,60.14,38.72,112.42,9.28,103.14,0.9174524106030956,-21.42,False,1.0,0.5536992840095465,6.707637231503579
10090,12.14,3/4,4.0,1.54,37.37,21.7,58.02,8.69,49.330000000000005,0.850224060668735,-15.669999999999998,False,0.385,0.7158154859967051,4.779242174629324
10091,43.94,3/4,4.0,0.84,113.94,117.9,163.9,38.64,125.26,0.7642464917632703,3.960000000000008,True,0.21,0.8793809740555303,3.7300864815657717
10092,510.94,Carreta_Bau,28.0,13.43,754.16,695.91,3703.65,1597.12,2106.53,0.5687713471845343,-58.25,False,0.47964285714285715,3.1258464790386347,7.248698477316319
10093,87.98,Toco,6.0,3.54,241.32,238.02,398.53,91.09,307.43999999999994,0.771435023712142,-3.299999999999983,False,0.59,1.0353489429415776,4.52977949533985
10094,54.76,Toco,6.0,2.87,132.7,177.78,248.95,58.56,190.39,0.764772042578831,45.08000000000001,True,0.47833333333333333,1.0693937180423667,4.546201607012418
10095,36.6,3/4,4.0,1.69,101.26,110.13,131.4,40.58,90.82000000000001,0.69117199391172,8.86999999999999,True,0.4225,1.108743169398907,3.5901639344262297
10096,279.39,Carreta_Bau,28.0,10.32,455.07,422.77,2071.78,866.72,1205.0600000000002,0.5816544227668962,-32.30000000000001,False,0.3685714285714286,3.102186907190666,7.4153691971795705
10097,86.69,VUC,3.0,1.54,205.66,180.33,263.62,53.99,209.63,0.7951976329565283,-25.329999999999984,False,0.5133333333333333,0.6227938631906794,3.0409505133233363
10098,39.37,Toco,6.0,4.41,104.2,126.75,208.73,55.56,153.17,0.7338188089876874,22.549999999999997,True,0.735,1.411226822453645,5.301752603505207
10099,50.33,3/4,4.0,1.11,131.76,133.83,184.79,45.93,138.85999999999999,0.7514475891552572,2.0700000000000216,True,0.2775,0.9125769918537652,3.671567653486986
10100,177.94,Toco,6.0,5.31,482.12,455.02,799.56,188.29,611.27,0.7645079793886638,-27.100000000000023,False,0.8849999999999999,1.0581656738226368,4.493424749915702
10101,505.41,Carreta_Sider,28.0,19.46,610.85,675.46,3866.69,1657.26,2209.4300000000003,0.5714008622361763,64.61000000000001,True,0.6950000000000001,3.279040778773669,7.650600502562276
10102,106.53,Truck,14.0,3.38,333.72,307.11,622.48,173.68,448.8,0.7209870196632824,-26.610000000000014,False,0.2414285714285714,1.6303388716793392,5.84323664695391
10103,14.6,3/4,4.0,0.68,47.89,59.62,60.14,19.33,40.81,0.6785833056202195,11.729999999999997,True,0.17,1.3239726027397258,4.119178082191781
10104,300.77,Carreta_Bau,28.0,5.42,362.2,426.97,2159.2,934.97,1224.2299999999998,0.566983141904409,64.77000000000004,True,0.19357142857142856,3.108587957575556,7.178907470824883
10105,436.96,Carreta_Sider,28.0,6.35,665.33,626.77,3188.79,1397.95,1790.84,0.5616048720674613,-38.56000000000006,False,0.22678571428571428,3.1992630904430612,7.297670267301355
10106,423.45,Carreta_Sider,28.0,19.52,598.18,623.33,3284.0,1393.25,1890.75,0.5757460414129111,25.15000000000009,True,0.6971428571428572,3.2902349746132957,7.755343015704334
10107,71.1,VUC,3.0,2.85,167.73,145.81,236.91,40.1,196.81,0.8307374108311173,-21.919999999999987,False,0.9500000000000001,0.5639943741209564,3.3320675105485233
10108,67.73,3/4,4.0,1.05,173.38,178.54,241.89,52.95,188.94,0.7810988465831576,5.159999999999997,True,0.2625,0.7817805994389487,3.5713863871253504
10109,76.28,3/4,4.0,1.57,213.28,184.17,270.97,57.54,213.43000000000004,0.787651769568587,-29.110000000000014,False,0.3925,0.7543261667540639,3.552307288935501
10110,175.42,VUC,3.0,2.66,376.33,371.31,532.54,119.7,412.84,0.7752281518759154,-5.019999999999982,False,0.8866666666666667,0.6823623304070232,3.0357997947782467
10111,33.59,VUC,3.0,1.74,106.67,65.83,101.16,23.43,77.72999999999999,0.7683867141162514,-40.84,False,0.58,0.6975290264959809,3.0116105983923784
10112,43.68,VUC,3.0,1.54,92.4,120.63,144.23,28.45,115.77999999999999,0.8027456146432781,28.22999999999999,True,0.5133333333333333,0.6513278388278388,3.301968864468864
10113,19.32,3/4,4.0,2.21,60.29,42.62,77.75,24.09,53.66,0.69016077170418,-17.67,False,0.5525,1.2468944099378882,4.024327122153209
10114,91.77,Toco,6.0,1.42,238.99,226.82,393.92,100.42,293.5,0.7450751421608448,-12.170000000000016,False,0.23666666666666666,1.0942573825869022,4.292470306200284
10115,11.83,VUC,3.0,1.01,44.49,38.79,40.01,13.17,26.839999999999996,0.6708322919270182,-5.700000000000003,False,0.33666666666666667,1.1132713440405748,3.3820794590025356
10116,395.81,Carreta_Sider,28.0,27.1,563.48,580.17,3211.94,1322.99,1888.95,0.5881025174816467,16.68999999999994,True,0.9678571428571429,3.3424875571612644,8.114853086076653
10117,359.47,Carreta_Sider,28.0,19.51,485.37,570.57,2829.1,1183.94,1645.1599999999999,0.5815135555477007,85.20000000000005,True,0.6967857142857143,3.293571090772526,7.870197791192588
10118,381.99,Carreta_Bau,28.0,11.01,590.71,530.24,2786.06,1187.34,1598.72,0.5738282736193765,-60.47000000000003,False,0.3932142857142857,3.108301264431006,7.293541715751721
10119,63.06,VUC,3.0,2.86,144.64,154.32,214.88,46.2,168.68,0.7849962769918094,9.680000000000007,True,0.9533333333333333,0.7326355851569933,3.4075483666349506
10120,208.09,3/4,4.0,1.95,492.89,501.19,715.11,177.99,537.12,0.7511012291815246,8.300000000000011,True,0.4875,0.8553510500264309,3.436541880916911
10121,68.18,VUC,3.0,0.81,155.01,162.22,212.33,40.91,171.42000000000002,0.8073282155135874,7.210000000000008,True,0.27,0.6000293341155764,3.1142563801701377
10122,439.56,Carreta_Sider,28.0,27.17,609.09,635.03,3517.7,1468.65,2049.0499999999997,0.582497086164255,25.93999999999994,True,0.9703571428571429,3.3411820911820915,8.002775502775503
10123,18.35,3/4,4.0,2.86,53.24,62.49,91.66,22.12,69.53999999999999,0.7586733580624044,9.25,True,0.715,1.205449591280654,4.995095367847411
10124,37.24,Truck,14.0,11.06,136.79,154.34,344.98,61.14,283.84000000000003,0.8227723346280944,17.55000000000001,True,0.79,1.641783029001074,9.263694951664876
10125,7.92,Toco,6.0,1.01,44.1,16.97,45.75,4.65,41.1,0.898360655737705,-27.130000000000003,False,0.16833333333333333,0.5871212121212122,5.776515151515151
10126,54.65,Truck,14.0,5.47,188.41,193.52,369.17,84.85,284.32000000000005,0.7701600888479563,5.110000000000014,True,0.3907142857142857,1.5526075022872827,6.755169258920403
10127,94.54,Truck,14.0,13.35,283.36,304.03,683.63,150.94,532.69,0.779208051138774,20.66999999999996,True,0.9535714285714285,1.5965728792045695,7.231119103025174
10128,43.12,Truck,14.0,3.95,142.12,171.19,286.48,68.44,218.04000000000002,0.7611002513264451,29.069999999999993,True,0.28214285714285714,1.5871985157699444,6.64378478664193
10129,94.09,Toco,6.0,5.35,247.24,258.63,443.2,107.03,336.16999999999996,0.7585063176895306,11.389999999999986,True,0.8916666666666666,1.1375278988202784,4.710383675204591
10130,15.49,VUC,3.0,2.41,62.22,47.47,69.96,18.74,51.22,0.7321326472269869,-14.75,False,0.8033333333333333,1.209812782440284,4.51646223369916
10131,39.71,VUC,3.0,1.42,88.99,103.82,128.38,21.29,107.09,0.8341642000311575,14.829999999999998,True,0.47333333333333333,0.5361369932007051,3.2329388063460085
10132,332.68,Carreta_Bau,28.0,25.3,385.98,486.78,2666.18,1071.48,1594.6999999999998,0.5981216572024394,100.79999999999995,True,0.9035714285714286,3.220752675243477,8.014247925934832
10133,86.08,Truck,14.0,13.08,231.72,261.91,641.73,143.74,497.99,0.7760117183239057,30.190000000000026,True,0.9342857142857143,1.6698420074349445,7.4550418215613385
10134,83.78,VUC,3.0,2.66,171.63,186.5,271.32,54.66,216.66,0.7985404688191066,14.870000000000005,True,0.8866666666666667,0.6524230126521843,3.2384817378849364
10135,33.45,VUC,3.0,1.49,76.68,74.13,114.15,13.71,100.44,0.8798948751642575,-2.5500000000000114,False,0.49666666666666665,0.4098654708520179,3.412556053811659
10136,65.75,Toco,6.0,3.89,156.53,173.33,313.06,66.67,246.39,0.7870376285696032,16.80000000000001,True,0.6483333333333333,1.0139923954372623,4.761368821292776
10137,403.16,Carreta_Bau,28.0,11.49,625.97,597.46,2941.95,1268.99,1672.9599999999998,0.5686568432502251,-28.50999999999999,False,0.41035714285714286,3.1476088897708103,7.297226907431292
10138,84.64,Truck,14.0,3.65,207.6,285.02,490.16,140.87,349.29,0.7126040476579076,77.41999999999999,True,0.26071428571428573,1.6643431001890359,5.791115311909263
10139,494.32,Carreta_Bau,28.0,25.67,733.94,654.91,3773.78,1592.02,2181.76,0.5781365103424153,-79.03000000000009,False,0.9167857142857143,3.220626314937692,7.634285483087879
10140,73.79,3/4,4.0,3.94,196.83,182.23,289.62,66.39,223.23000000000002,0.77076859332919,-14.600000000000023,False,0.985,0.8997154085919501,3.924922076162081
10141,61.19,Truck,14.0,2.8,210.02,177.32,373.42,101.56,271.86,0.7280274222055594,-32.70000000000002,False,0.19999999999999998,1.659748324889688,6.102631148880537
10142,17.88,Toco,6.0,4.41,66.78,81.18,122.62,17.36,105.26,0.85842440058718,14.400000000000006,True,0.735,0.970917225950783,6.8579418344519025
10143,458.59,Carreta_Sider,28.0,26.79,614.67,670.69,3644.52,1525.45,2119.0699999999997,0.5814400799007825,56.020000000000095,True,0.9567857142857142,3.326391766065549,7.947229551451188
10144,10.64,3/4,4.0,2.67,47.7,60.92,71.66,5.99,65.67,0.9164108289143177,13.219999999999999,True,0.6675,0.5629699248120301,6.734962406015037
10145,59.93,VUC,3.0,0.57,156.81,123.08,170.01,38.42,131.58999999999997,0.774013293335686,-33.730000000000004,False,0.18999999999999997,0.6410812614717171,2.8368096112130816
10146,49.53,Truck,14.0,2.28,140.88,147.87,305.87,73.27,232.60000000000002,0.7604537875568053,6.990000000000009,True,0.16285714285714284,1.4793054714314555,6.1754492226933175
10147,25.66,3/4,4.0,2.31,55.83,70.4,104.9,18.45,86.45,0.8241182078169685,14.570000000000007,True,0.5775,0.7190179267342166,4.088074824629774
10148,30.64,VUC,3.0,2.85,57.95,68.38,122.54,22.61,99.93,0.8154888199771503,10.429999999999993,True,0.9500000000000001,0.7379242819843341,3.9993472584856398
10149,39.68,VUC,3.0,1.16,96.92,92.71,123.89,23.41,100.48,0.8110420534344984,-4.210000000000008,False,0.38666666666666666,0.5899697580645161,3.122227822580645
10150,49.09,Toco,6.0,2.69,157.11,156.69,227.61,44.18,183.43,0.8058960502614121,-0.4200000000000159,False,0.4483333333333333,0.8999796292523935,4.636585862701161
10151,427.49,Carreta_Sider,28.0,23.14,696.82,632.84,3352.78,1411.47,1941.3100000000002,0.5790150263363537,-63.98000000000002,False,0.8264285714285714,3.301761444712157,7.842943694589348
10152,218.1,Truck,14.0,11.64,604.03,634.63,1326.71,364.52,962.19,0.7252451553089975,30.600000000000023,True,0.8314285714285715,1.6713434204493351,6.083035304906007
10153,39.51,Toco,6.0,5.71,153.42,120.0,223.02,44.43,178.59,0.8007801990852839,-33.41999999999999,False,0.9516666666666667,1.1245254365983295,5.644646924829158
10154,39.24,3/4,4.0,3.45,115.59,82.39,162.12,25.39,136.73000000000002,0.8433876141130028,-33.2,False,0.8625,0.6470438328236493,4.131498470948012
10155,14.53,Truck,14.0,9.17,75.08,42.91,205.12,29.02,176.1,0.8585218408736349,-32.17,False,0.655,1.9972470750172058,14.116999311768755
10156,117.99,Truck,14.0,13.27,299.36,379.21,821.28,195.79,625.49,0.7616038379115527,79.84999999999997,True,0.9478571428571428,1.65937791338249,6.960589880498348
10157,82.77,VUC,3.0,2.02,176.68,172.3,261.29,55.09,206.20000000000002,0.7891614681005779,-4.3799999999999955,False,0.6733333333333333,0.665579316177359,3.1568201039023807
10158,339.22,Carreta_Sider,28.0,18.52,460.36,536.62,2661.1,1116.17,1544.9299999999998,0.5805606703994588,76.25999999999999,True,0.6614285714285714,3.2904015093449677,7.844761511703319
10159,109.67,Toco,6.0,0.98,258.55,282.94,459.08,115.66,343.41999999999996,0.7480613400714472,24.389999999999986,True,0.16333333333333333,1.054618400656515,4.186012583204158
10160,398.53,Carreta_Bau,28.0,15.04,614.3,569.41,2961.33,1245.15,1716.1799999999998,0.5795301435503641,-44.889999999999986,False,0.5371428571428571,3.124357012019171,7.430632574712067
10161,59.43,Truck,14.0,2.61,158.03,200.58,360.18,103.73,256.45,0.7120051085568326,42.55000000000001,True,0.18642857142857142,1.745414773683325,6.060575466935891
10162,408.15,Carreta_Sider,28.0,25.59,666.71,619.8,3268.33,1345.13,1923.1999999999998,0.5884350723458157,-46.91000000000008,False,0.9139285714285714,3.295675609457308,8.00766874923435
